From,To ,Capacity,CU (%)
3064711,3074553,3,0.113895216
2785369,1635271,3,0.113895216
3080713,1635271,3,0.113895216
3092111,1635271,3,0.113895216
2784125,2784131,3,0.113895216
3092022,2797272,42,1.59453303
2827748,2784116,3,0.113895216
2903625,2811822,3,0.113895216
2814345,2783453,12,0.455580866
3100879,1635271,3,0.113895216
3092660,1635271,9,0.341685649
3131609,2814180,3,0.113895216
2811783,2811822,3,0.113895216
2795303,2911870,6,0.227790433
3098602,1635271,3,0.113895216
2814248,3511398,3,0.113895216
3131618,2811417,3,0.113895216
3122919,2783453,3,0.113895216
3092108,1635271,3,0.113895216
2783453,1635271,108,4.10022779
3092652,1635271,3,0.113895216
2785358,1635271,6,0.227790433
2813943,1635271,3,0.113895216
3710915,3092140,3,0.113895216
2785394,2811683,3,0.113895216
3152215,3102265,9,0.341685649
2813498,2814345,3,0.113895216
2814416,1635271,3,0.113895216
2811823,2813924,3,0.113895216
3543480,2784131,3,0.113895216
3372206,2851132,3,0.113895216
2783451,2785405,3,0.113895216
2797405,2793615,3,0.113895216
3126674,2783453,3,0.113895216
3126658,2785406,3,0.113895216
2811707,1635271,3,0.113895216
2811680,3092107,3,0.113895216
3642309,2813915,3,0.113895216
3081094,2784131,3,0.113895216
2849116,1635271,3,0.113895216
3122675,1635271,3,0.113895216
3107905,1635271,3,0.113895216
3098596,3102265,3,0.113895216
3108670,1635271,9,0.341685649
3092130,1635271,3,0.113895216
2811548,2784132,3,0.113895216
3092647,1635271,3,0.113895216
2797412,3279238,3,0.113895216
2811683,2784131,6,0.227790433
3075858,3122932,3,0.113895216
3074553,2785406,24,0.911161731
3092639,1635271,3,0.113895216
3122940,3152215,3,0.113895216
2817717,2811777,3,0.113895216
2814128,2811777,9,0.341685649
2811785,2811822,3,0.113895216
2815498,2776407,3,0.113895216
3105610,1635271,3,0.113895216
3129979,2783453,3,0.113895216
2814040,2814070,3,0.113895216
2814000,3092120,3,0.113895216
2811472,2811435,3,0.113895216
2877618,3098822,6,0.227790433
3128735,2811417,3,0.113895216
3301818,2813995,3,0.113895216
2811419,2813995,3,0.113895216
2793612,2851132,3,0.113895216
3099997,1635271,6,0.227790433
3074589,2783453,3,0.113895216
2814038,2813940,3,0.113895216
3075823,2785406,6,0.227790433
2814391,2811635,3,0.113895216
2811635,2785405,21,0.797266515
3642270,2811635,3,0.113895216
2814332,2785405,3,0.113895216
3127030,2783453,3,0.113895216
2793566,3092097,3,0.113895216
2814033,2785407,3,0.113895216
3098320,1635271,3,0.113895216
2811574,2814251,3,0.113895216
3072949,2785406,6,0.227790433
2814102,2811435,3,0.113895216
2811636,2811404,3,0.113895216
2817771,3092022,3,0.113895216
3092648,1635271,3,0.113895216
2811506,2814345,3,0.113895216
3103841,2785372,3,0.113895216
3335778,3092022,3,0.113895216
2811523,2814345,3,0.113895216
2811425,2814128,3,0.113895216
2784124,2811822,9,0.341685649
2815747,1635271,18,0.683371298
2814368,2813920,3,0.113895216
3265186,2911870,3,0.113895216
2811813,3092097,6,0.227790433
2811581,2811822,3,0.113895216
2811817,2785372,3,0.113895216
3642337,2814224,3,0.113895216
2814440,2784131,3,0.113895216
3092116,2785406,3,0.113895216
3129159,2811417,3,0.113895216
2811805,3229749,3,0.113895216
3635439,2813920,3,0.113895216
3642338,2811635,3,0.113895216
2811561,2814128,3,0.113895216
3064712,3074553,3,0.113895216
3092078,1635271,33,1.25284738
3074587,3122932,3,0.113895216
2814426,2785405,3,0.113895216
3092137,1635271,3,0.113895216
3122923,2785372,3,0.113895216
3352304,2811822,3,0.113895216
2813924,1635271,6,0.227790433
3092099,1635271,24,0.911161731
3131610,3734444,3,0.113895216
3425982,2814251,6,0.227790433
2797300,3092097,3,0.113895216
2776407,2851132,6,0.227790433
3098315,2814378,3,0.113895216
2811593,1635271,3,0.113895216
2814016,3425982,3,0.113895216
3092089,1635271,3,0.113895216
2813915,2785372,6,0.227790433
2783448,2811825,3,0.113895216
2811522,1635271,3,0.113895216
3064018,3074553,3,0.113895216
2785407,2783453,6,0.227790433
3092132,2783453,3,0.113895216
3124702,2783453,3,0.113895216
3381944,3092022,3,0.113895216
3106234,1635271,3,0.113895216
2802781,2814251,3,0.113895216
2785372,1635271,54,2.050113895
3092092,1635271,3,0.113895216
2797463,3734444,3,0.113895216
2817566,3099997,3,0.113895216
3711081,2811635,3,0.113895216
2793615,1635271,6,0.227790433
3129869,2813946,3,0.113895216
2793676,2797272,6,0.227790433
3098813,3105614,3,0.113895216
2814408,2784116,6,0.227790433
2814251,2813920,24,0.911161731
3105611,1635271,3,0.113895216
2811661,1635271,3,0.113895216
2814070,2815747,12,0.455580866
3126653,2783453,3,0.113895216
2783394,1635271,3,0.113895216
2814337,2785372,3,0.113895216
2813975,2811822,3,0.113895216
2785408,2785372,3,0.113895216
2811632,2783453,6,0.227790433
3092100,3145729,3,0.113895216
3129161,2813946,3,0.113895216
3335774,3092022,3,0.113895216
3131626,2813946,3,0.113895216
3642267,2811635,3,0.113895216
2811549,2785405,3,0.113895216
3093309,3072949,3,0.113895216
2783444,2854009,3,0.113895216
2813912,2811415,3,0.113895216
3128751,2811417,3,0.113895216
3073661,2785406,3,0.113895216
3092093,2785406,3,0.113895216
3131622,2813946,3,0.113895216
3074590,2785406,3,0.113895216
3098313,2814378,3,0.113895216
3074558,3152215,3,0.113895216
3128739,2813946,3,0.113895216
3129872,2813946,3,0.113895216
3627737,2785405,3,0.113895216
3122939,2783453,3,0.113895216
2785384,2814408,3,0.113895216
3642302,2811635,3,0.113895216
2814133,1635271,3,0.113895216
2814066,1635271,3,0.113895216
3092097,1635271,27,1.025056948
2797351,2851311,3,0.113895216
3131608,2811417,3,0.113895216
2811825,1635271,6,0.227790433
2811816,2784132,3,0.113895216
3092629,1635271,3,0.113895216
2814037,2814070,3,0.113895216
2813920,1635271,72,2.733485194
2814148,3092662,9,0.341685649
3092106,2785406,3,0.113895216
3131612,2811417,3,0.113895216
2811671,2815747,3,0.113895216
2814201,2785405,3,0.113895216
2779742,2851132,9,0.341685649
3128738,2811417,3,0.113895216
3092128,3122932,3,0.113895216
2793628,1635271,6,0.227790433
2814149,2784131,3,0.113895216
2811569,2783453,3,0.113895216
3073673,2785406,3,0.113895216
2811433,1635271,3,0.113895216
2811732,1635271,3,0.113895216
2811537,2814251,3,0.113895216
3092140,1635271,6,0.227790433
2814361,1635271,6,0.227790433
3734444,3092097,12,0.455580866
2813918,2784131,3,0.113895216
3092110,2785406,3,0.113895216
2945325,2784124,3,0.113895216
3098819,1635271,3,0.113895216
3152207,2783453,3,0.113895216
2814091,2813920,6,0.227790433
2851311,1635271,6,0.227790433
2851260,3074553,3,0.113895216
2833596,3499388,3,0.113895216
3072959,2779742,3,0.113895216
2833739,3092022,6,0.227790433
2828017,2825108,3,0.113895216
2825103,3092022,6,0.227790433
3335176,1635271,6,0.227790433
2854009,1635271,9,0.341685649
3499388,2797272,6,0.227790433
3158266,3092022,3,0.113895216
2829109,2784116,3,0.113895216
2833581,2833739,3,0.113895216
3299748,2825108,3,0.113895216
2851132,1635271,57,2.164009112
3093420,2797272,3,0.113895216
3408689,1635271,3,0.113895216
2825108,3092022,9,0.341685649
2825000,2793628,3,0.113895216
2828998,2911870,3,0.113895216
3354917,3075823,3,0.113895216
2911870,3092099,21,0.797266515
3285849,2825103,3,0.113895216
2952168,2795303,3,0.113895216
2792875,3553767,6,0.227790433
3767299,2796461,3,0.113895216
2801934,3553767,6,0.227790433
3095646,3125781,3,0.113895216
2796410,3553767,3,0.113895216
2796660,2813351,3,0.113895216
2810446,2810421,3,0.113895216
2796563,2801934,3,0.113895216
2810353,3125781,3,0.113895216
2769433,3553767,3,0.113895216
2772188,2792904,3,0.113895216
2810262,2810550,3,0.113895216
2810535,2808209,3,0.113895216
2796265,2796769,3,0.113895216
3139265,2846601,30,1.138952164
2774373,3553767,3,0.113895216
2793190,2813351,3,0.113895216
2815794,3079661,48,1.822323462
2808047,2769442,9,0.341685649
2795153,3553767,3,0.113895216
2792900,2796799,3,0.113895216
3217867,2810196,3,0.113895216
3743731,2814522,3,0.113895216
2769435,3553767,3,0.113895216
3188666,2846601,21,0.797266515
2794329,2796269,3,0.113895216
2810418,3846266,3,0.113895216
2815782,3374303,3,0.113895216
2793270,3553767,15,0.569476082
2796296,2806541,3,0.113895216
2806541,3553767,27,1.025056948
2796223,3553767,6,0.227790433
3085269,3417136,3,0.113895216
2792940,2794888,3,0.113895216
2807948,3553767,12,0.455580866
3633663,2796834,3,0.113895216
3402914,2796769,3,0.113895216
2796527,2825590,3,0.113895216
3261225,3553767,6,0.227790433
2796102,2808498,3,0.113895216
2931292,2793270,3,0.113895216
2792946,2792606,3,0.113895216
2792884,2795152,3,0.113895216
2795021,2793270,6,0.227790433
2817915,2809712,9,0.341685649
2808498,3553767,6,0.227790433
2797263,2795415,3,0.113895216
2794879,2817917,3,0.113895216
3631761,2810430,3,0.113895216
2810553,2796223,3,0.113895216
2792809,3553767,3,0.113895216
2808210,2796461,3,0.113895216
2815773,3374303,3,0.113895216
2810470,3553767,3,0.113895216
2792587,3553767,3,0.113895216
2808151,2815785,3,0.113895216
2783226,3188666,15,0.569476082
3374642,3374303,3,0.113895216
2795122,3553767,3,0.113895216
3476916,3553767,32,1.214882308
3107923,3417136,3,0.113895216
2792438,3065643,3,0.113895216
2792805,3258956,3,0.113895216
2794884,2811322,3,0.113895216
2774418,3553767,3,0.113895216
2796000,2792659,3,0.113895216
2807499,3553767,6,0.227790433
3214953,2796200,3,0.113895216
2793219,2795140,3,0.113895216
2937848,3149139,3,0.113895216
3476064,3261225,3,0.113895216
2808166,2795021,3,0.113895216
2796762,2793269,3,0.113895216
3092046,2793727,3,0.113895216
3092069,3774385,3,0.113895216
2810209,2795014,21,0.797266515
2807502,3553767,15,0.569476082
2794851,3553767,3,0.113895216
2810295,2814522,6,0.227790433
2793284,3553767,3,0.113895216
2796100,2817917,3,0.113895216
2796269,3553767,6,0.227790433
2810435,2815794,42,1.59453303
3139397,3553767,3,0.113895216
2794969,2806541,3,0.113895216
2792655,2809712,3,0.113895216
3630226,3214736,3,0.113895216
3093123,2796461,3,0.113895216
2810240,2794930,3,0.113895216
3496829,3553767,3,0.113895216
2854402,3125781,3,0.113895216
2813385,2795152,3,0.113895216
2807531,3553767,3,0.113895216
2795164,3553767,3,0.113895216
3796491,2814522,3,0.113895216
2958252,2795415,3,0.113895216
3125781,3139265,27,1.025056948
2832656,2810267,3,0.113895216
3549363,3553767,3,0.113895216
2774367,2792371,3,0.113895216
2795124,2821001,3,0.113895216
3080908,3553767,9,0.341685649
2795975,2796461,3,0.113895216
2810264,2846601,3,0.113895216
2796466,2809712,3,0.113895216
2810320,2912832,3,0.113895216
2776319,2795152,21,0.797266515
2796799,3553767,84,3.189066059
2793221,3586650,3,0.113895216
2793243,3553767,3,0.113895216
2796312,2809712,3,0.113895216
3846266,3821156,9,0.341685649
2794963,2795014,3,0.113895216
2796322,2792433,3,0.113895216
2792507,2809712,3,0.113895216
2792644,2796461,3,0.113895216
3270724,2833743,6,0.227790433
2810498,2793269,3,0.113895216
3149139,2795152,12,0.455580866
2795360,2833743,3,0.113895216
2810285,2796200,6,0.227790433
2810265,2807923,3,0.113895216
2808098,2810198,3,0.113895216
2811875,2815794,3,0.113895216
3760492,2810332,3,0.113895216
2808207,2776319,3,0.113895216
3402594,2792875,3,0.113895216
2793287,3553767,3,0.113895216
2797963,3065643,3,0.113895216
2794909,2825590,3,0.113895216
3225556,2793727,3,0.113895216
3774385,3080908,6,0.227790433
3081130,2796200,3,0.113895216
2772201,3553767,3,0.113895216
2769442,2796799,69,2.619589977
2792964,2796834,3,0.113895216
2792660,3553767,3,0.113895216
3063439,3553767,3,0.113895216
2897882,3417136,6,0.227790433
3222172,2769442,3,0.113895216
2792578,2792606,3,0.113895216
3454701,2807948,3,0.113895216
2808016,2807948,6,0.227790433
2792642,2806541,3,0.113895216
2813351,2821001,9,0.341685649
2796769,3258956,9,0.341685649
2796328,3553767,3,0.113895216
2796291,2792498,3,0.113895216
3374303,2814452,18,0.683371298
2796101,2793270,3,0.113895216
3271260,2814552,3,0.113895216
2780705,2774448,3,0.113895216
2793205,3553767,3,0.113895216
2783220,2776319,3,0.113895216
2793269,3553767,9,0.341685649
3540366,2808283,3,0.113895216
2796612,3553767,3,0.113895216
2795181,3553767,18,0.683371298
2808089,2810332,3,0.113895216
2796683,3553767,3,0.113895216
2796532,3553767,3,0.113895216
2810421,3553767,39,1.480637813
2796599,2801935,3,0.113895216
2794888,3553767,90,3.416856492
2808011,2808209,3,0.113895216
2808190,3149139,3,0.113895216
2814487,3270724,3,0.113895216
3214736,3553767,12,0.455580866
2795075,3553767,3,0.113895216
3639754,2817915,3,0.113895216
3251832,3553767,3,0.113895216
2814452,2793727,21,0.797266515
2792800,2795152,3,0.113895216
2795057,2807502,3,0.113895216
3434656,2796461,3,0.113895216
2792904,2809712,27,1.025056948
2810480,2795125,3,0.113895216
2796015,3553767,3,0.113895216
2810244,2793059,3,0.113895216
3010845,3553767,3,0.113895216
2783334,3553767,3,0.113895216
2810300,2810550,3,0.113895216
2795123,3149139,3,0.113895216
2792606,3553767,15,0.569476082
2792484,3214736,3,0.113895216
2795152,2792659,99,3.758542141
3060491,3553767,3,0.113895216
2808198,2810332,3,0.113895216
2796200,2795152,18,0.683371298
2774521,2793732,3,0.113895216
3281114,2912832,3,0.113895216
3263570,3374303,3,0.113895216
2814457,3079661,3,0.113895216
2808161,2810421,3,0.113895216
3586650,3553767,6,0.227790433
2808062,2810421,3,0.113895216
2796367,2796461,3,0.113895216
2792651,2792659,3,0.113895216
2796266,3258956,3,0.113895216
2807506,3553767,3,0.113895216
2785480,2792606,3,0.113895216
2831753,2810421,3,0.113895216
2933351,2793049,3,0.113895216
2792371,3553767,12,0.455580866
2806543,2792371,3,0.113895216
3104005,2833743,3,0.113895216
2808209,2794888,33,1.25284738
2792610,3553767,3,0.113895216
2796376,3553767,3,0.113895216
2793059,3553767,6,0.227790433
2792433,3553767,9,0.341685649
2817919,2806541,3,0.113895216
2796235,3553767,3,0.113895216
2792510,3553767,3,0.113895216
2832199,3553767,3,0.113895216
2807940,3079936,3,0.113895216
2808400,2817915,3,0.113895216
2807946,2794888,3,0.113895216
2792389,3553767,3,0.113895216
2792436,3553767,3,0.113895216
2807528,3553767,6,0.227790433
2810415,2810435,6,0.227790433
2792659,3553767,117,4.44191344
2796834,2806541,9,0.341685649
2772181,3553767,3,0.113895216
2792918,3553767,3,0.113895216
2810067,2810053,3,0.113895216
2795125,2795152,6,0.227790433
2792628,2792606,3,0.113895216
3208167,2810415,3,0.113895216
2796443,2795152,3,0.113895216
3524754,2795152,3,0.113895216
2807918,2833743,3,0.113895216
2796273,2807528,3,0.113895216
3821156,2794888,12,0.455580866
2795105,3553767,15,0.569476082
2808004,2794888,6,0.227790433
2796755,2795152,3,0.113895216
2774445,2792904,3,0.113895216
2793732,2810435,6,0.227790433
3374134,2912832,3,0.113895216
2795140,3258956,9,0.341685649
2797547,2795415,6,0.227790433
2811322,2821001,9,0.341685649
2792639,2809712,3,0.113895216
2809708,3553767,3,0.113895216
3079936,2814552,6,0.227790433
2793591,2795415,3,0.113895216
2795368,2795415,3,0.113895216
3093117,2795140,3,0.113895216
2912832,2807923,12,0.455580866
2796280,3553767,3,0.113895216
2779749,2797547,3,0.113895216
3212805,2807923,3,0.113895216
3307019,3553767,3,0.113895216
2792570,3553767,3,0.113895216
2795960,3553767,3,0.113895216
2794930,2795152,6,0.227790433
2810243,3125781,3,0.113895216
2815770,3417136,3,0.113895216
2812152,2814522,3,0.113895216
2792927,2792929,3,0.113895216
2804026,2825590,3,0.113895216
2792360,3553767,3,0.113895216
2793253,2792929,3,0.113895216
3062803,2810435,3,0.113895216
2817917,2795105,9,0.341685649
2793049,3553767,6,0.227790433
2930255,2807502,3,0.113895216
3774384,3188666,3,0.113895216
3417136,2808209,24,0.911161731
2795415,2810435,24,0.911161731
2792738,3553767,3,0.113895216
3084561,2814552,3,0.113895216
2807534,3553767,3,0.113895216
2793727,3476916,29,1.100987092
2801935,2792659,6,0.227790433
2796708,2794866,3,0.113895216
3387955,2792929,3,0.113895216
2795024,2796461,3,0.113895216
3493635,3553767,3,0.113895216
3692314,3258956,3,0.113895216
2813401,2821001,3,0.113895216
3422790,2792498,3,0.113895216
3227625,2794888,3,0.113895216
2771192,2792498,3,0.113895216
3307161,3553767,3,0.113895216
2795961,2795152,6,0.227790433
3434608,2792371,3,0.113895216
2807933,3846266,3,0.113895216
2807923,2794888,21,0.797266515
2793712,2783226,3,0.113895216
3455957,3374303,3,0.113895216
2814522,2810421,18,0.683371298
2814523,2808016,3,0.113895216
3258956,3553767,36,1.366742597
2794938,2806541,3,0.113895216
2807524,3553767,3,0.113895216
2808173,3125781,3,0.113895216
2810425,2810285,3,0.113895216
2815785,3417136,6,0.227790433
2774448,2795152,6,0.227790433
3098292,2795415,3,0.113895216
3065643,3553767,12,0.455580866
2810196,2783226,6,0.227790433
2796329,3553767,3,0.113895216
2810430,3553767,6,0.227790433
2810267,2796799,6,0.227790433
3671787,2809712,3,0.113895216
3395669,2809712,3,0.113895216
2792406,3214736,3,0.113895216
2810443,2794888,3,0.113895216
2794343,3258956,3,0.113895216
781534,2796799,3,0.113895216
2814552,2795181,15,0.569476082
2814567,2783226,3,0.113895216
2830625,2808004,3,0.113895216
2792704,3553767,3,0.113895216
3079661,2769442,54,2.050113895
2796651,3553767,3,0.113895216
2792480,3553767,3,0.113895216
2810053,2825590,6,0.227790433
2796206,2795961,3,0.113895216
2817392,2897882,3,0.113895216
2814504,2810295,3,0.113895216
3298419,2807499,3,0.113895216
2807510,3258956,3,0.113895216
2809712,3553767,60,2.277904328
3680767,2795105,3,0.113895216
2810550,3125781,9,0.341685649
2796461,3553767,57,2.164009112
2832658,2794888,3,0.113895216
2808283,2810421,6,0.227790433
2792535,2811322,3,0.113895216
3407346,2792659,3,0.113895216
2794866,2807502,6,0.227790433
3391939,2796200,3,0.113895216
2792929,3553767,12,0.455580866
2795014,2796461,30,1.138952164
3650170,3065643,3,0.113895216
3638109,2795014,3,0.113895216
2792498,2821001,12,0.455580866
2810332,2776319,12,0.455580866
2775897,2792433,3,0.113895216
2810198,2808047,6,0.227790433
2821001,3553767,39,1.480637813
3341218,2795152,3,0.113895216
2846601,3553767,57,2.164009112
2833743,2810209,18,0.683371298
2825590,2792904,18,0.683371298
2788383,1819710,3,0.113895216
2788579,2926995,3,0.113895216
2789206,2888122,3,0.113895216
2788171,2765354,3,0.113895216
2788627,1819710,3,0.113895216
2926629,1819710,3,0.113895216
2789857,2791643,3,0.113895216
2789724,1819710,9,0.341685649
2791651,1819710,3,0.113895216
2791059,2790713,3,0.113895216
2791582,2791605,3,0.113895216
2793592,2828999,3,0.113895216
2789444,2789637,3,0.113895216
2787747,2788104,3,0.113895216
2854530,2788673,3,0.113895216
2791422,2789615,3,0.113895216
3695469,2789637,3,0.113895216
2788656,1819710,3,0.113895216
2765375,2767906,3,0.113895216
2789391,3246950,3,0.113895216
2789370,2789393,20,0.759301443
2789132,3066489,6,0.227790433
2926995,1819710,154,5.846621109
2788586,2789914,3,0.113895216
2813480,2791768,3,0.113895216
2788568,2788484,3,0.113895216
2789766,2778281,3,0.113895216
2765423,2789860,6,0.227790433
2791661,1819710,3,0.113895216
2790868,3689383,3,0.113895216
2787730,2926995,3,0.113895216
2789418,2789613,3,0.113895216
2789408,2989503,3,0.113895216
2789325,2789615,9,0.341685649
3485877,2789628,3,0.113895216
3068790,1819710,15,0.569476082
2791045,2792106,3,0.113895216
2789628,1819710,6,0.227790433
2794282,3181991,3,0.113895216
2815233,2792290,3,0.113895216
2788183,1819710,6,0.227790433
2765287,2888122,9,0.341685649
2774463,2911900,3,0.113895216
2789712,2789637,3,0.113895216
3076636,2765287,3,0.113895216
2791605,1819710,6,0.227790433
2788262,1819710,30,1.138952164
3518040,2789370,3,0.113895216
2789459,2791768,3,0.113895216
3358437,2788183,3,0.113895216
2788326,2926995,3,0.113895216
2789694,2888122,3,0.113895216
2789415,2789426,3,0.113895216
2788511,2767906,3,0.113895216
2789769,1819710,3,0.113895216
3464925,2888122,12,0.455580866
2791643,2812888,9,0.341685649
2767883,2788262,3,0.113895216
2789688,2789615,3,0.113895216
3620336,2788271,3,0.113895216
2788448,1819710,3,0.113895216
2767829,2791768,3,0.113895216
2789738,2791522,9,0.341685649
2789685,2888122,6,0.227790433
3449875,2888122,3,0.113895216
2962121,2765423,3,0.113895216
2788548,2765354,3,0.113895216
3449868,2789615,3,0.113895216
3349972,1819710,3,0.113895216
2789931,2888122,3,0.113895216
2791935,2789730,3,0.113895216
2789586,2911900,3,0.113895216
2766821,1819710,12,0.455580866
2989503,1819710,36,1.366742597
2789595,2789637,3,0.113895216
3154321,3681291,18,0.683371298
2788503,2788314,3,0.113895216
2919978,2989503,3,0.113895216
2791409,2789738,3,0.113895216
2821427,2929239,3,0.113895216
2791681,2789615,3,0.113895216
2788345,2926995,3,0.113895216
2788998,2792290,3,0.113895216
2922764,1819710,3,0.113895216
3286971,1819710,6,0.227790433
2789675,1819710,3,0.113895216
3125795,3286971,3,0.113895216
2890319,2788282,3,0.113895216
2929239,1819710,15,0.569476082
2791728,2791768,3,0.113895216
2789181,1819710,3,0.113895216
2789169,1819710,3,0.113895216
2765409,2788311,3,0.113895216
2788129,1819710,3,0.113895216
2765354,2788311,21,0.797266515
2788484,1819710,6,0.227790433
2789922,2788673,3,0.113895216
2791682,1819710,6,0.227790433
2789502,3105302,3,0.113895216
2791712,2788507,6,0.227790433
2788148,2788673,6,0.227790433
3038972,2911900,3,0.113895216
2789331,2926995,3,0.113895216
2767770,1819710,3,0.113895216
3708562,3109632,3,0.113895216
2788476,2926995,3,0.113895216
2767892,3464925,6,0.227790433
3463357,2911900,3,0.113895216
2791584,2911900,3,0.113895216
2766809,2788262,3,0.113895216
2791543,1819710,3,0.113895216
2789604,2926995,3,0.113895216
3741370,2789860,3,0.113895216
2791652,1819710,3,0.113895216
2789475,2787732,3,0.113895216
2756874,2792063,3,0.113895216
3518081,2788342,3,0.113895216
2788478,2767906,3,0.113895216
2790713,2788507,6,0.227790433
3024576,2792106,3,0.113895216
2789356,2911900,3,0.113895216
2794299,1819710,3,0.113895216
2818023,2911900,3,0.113895216
2767759,2989503,3,0.113895216
2790875,2791686,3,0.113895216
3383633,1819710,3,0.113895216
2789396,2766821,3,0.113895216
2937952,2869775,3,0.113895216
2767914,2788262,3,0.113895216
2788102,3248920,3,0.113895216
2788325,2767790,3,0.113895216
2789267,1819710,3,0.113895216
2767790,2788262,12,0.455580866
2789477,2789637,3,0.113895216
2789673,1819710,3,0.113895216
2791437,2788507,3,0.113895216
2789909,2765354,3,0.113895216
2788509,2789370,3,0.113895216
2767921,2767892,3,0.113895216
2788459,2791578,3,0.113895216
2788418,1819710,3,0.113895216
2789312,2929239,3,0.113895216
2791415,2789613,3,0.113895216
2789729,3272173,3,0.113895216
2791683,2791682,3,0.113895216
2789426,2926995,27,1.025056948
2791768,1819710,45,1.708428246
2792201,2789426,3,0.113895216
2788270,2926995,3,0.113895216
3842193,2790671,3,0.113895216
2767906,2788311,12,0.455580866
3622917,2791578,3,0.113895216
2788555,2788104,3,0.113895216
3264434,2788344,3,0.113895216
2789703,2788673,3,0.113895216
2789609,2791768,3,0.113895216
2790671,2789325,6,0.227790433
2788344,1819710,6,0.227790433
2787728,2765381,3,0.113895216
2789441,2789132,3,0.113895216
2788393,1819710,3,0.113895216
2788793,2812888,3,0.113895216
2791694,2789637,3,0.113895216
2788311,1819710,60,2.277904328
2789771,2789615,3,0.113895216
2788271,2926995,6,0.227790433
3244685,2989503,3,0.113895216
3527840,1819710,3,0.113895216
2791026,2788507,3,0.113895216
2767792,2767790,3,0.113895216
3267659,2789705,3,0.113895216
2789637,1819710,42,1.59453303
2791609,2791768,3,0.113895216
3681291,1819710,21,0.797266515
2791421,2788342,3,0.113895216
2789615,1819710,30,1.138952164
2789705,2789724,6,0.227790433
2788564,1819710,3,0.113895216
3554040,1819710,3,0.113895216
2789794,2788282,6,0.227790433
2930384,2788673,3,0.113895216
2765454,2789914,3,0.113895216
2791102,2791712,3,0.113895216
2788563,2789370,3,0.113895216
2791522,2789637,12,0.455580866
2885739,3154321,6,0.227790433
2789791,2789685,3,0.113895216
2792290,2989503,12,0.455580866
2789914,2788282,9,0.341685649
2802905,1819710,3,0.113895216
3272173,1819710,15,0.569476082
3180325,2989503,3,0.113895216
3572284,3248920,3,0.113895216
2789584,2788311,3,0.113895216
2788314,2788311,9,0.341685649
2789170,2791768,3,0.113895216
2789538,2789393,6,0.227790433
2791786,2788673,6,0.227790433
2789294,2791768,3,0.113895216
2884939,2789794,3,0.113895216
3556183,2926995,3,0.113895216
2788189,1819710,3,0.113895216
2788647,2765354,3,0.113895216
2788331,1819710,3,0.113895216
2788673,1819710,33,1.25284738
3404483,2989503,3,0.113895216
2788676,2788314,3,0.113895216
2807590,1819710,3,0.113895216
3316261,1819710,3,0.113895216
2789730,1819710,6,0.227790433
2789393,2926995,29,1.100987092
2818017,2888122,3,0.113895216
2788205,2789637,3,0.113895216
3836242,2766821,3,0.113895216
3248920,1819710,9,0.341685649
2788282,1819710,30,1.138952164
3246950,1819710,6,0.227790433
3490348,1819710,3,0.113895216
2789618,1819710,3,0.113895216
3063702,1819710,3,0.113895216
2767873,2788262,3,0.113895216
2789578,2926995,3,0.113895216
2794644,2789860,3,0.113895216
2789416,2911900,3,0.113895216
2791429,2766821,3,0.113895216
2789860,2791768,15,0.569476082
2812888,2789426,18,0.683371298
3837394,2789538,3,0.113895216
2788574,1819710,3,0.113895216
2791612,2926995,3,0.113895216
2792213,2929239,3,0.113895216
3770087,3464925,3,0.113895216
2796953,3272173,3,0.113895216
2789788,2788311,3,0.113895216
3692711,2789613,3,0.113895216
2788321,2789738,3,0.113895216
2789566,1819710,3,0.113895216
2797059,2791643,3,0.113895216
3830126,2929239,3,0.113895216
2791634,1819710,3,0.113895216
2788210,1819710,3,0.113895216
2788507,1819710,21,0.797266515
2789383,2789370,3,0.113895216
2791060,2911900,3,0.113895216
2791813,2789370,3,0.113895216
2788104,1819710,9,0.341685649
3637880,1819710,3,0.113895216
2767880,2888122,3,0.113895216
2790682,2788282,3,0.113895216
2789589,2926995,3,0.113895216
2791423,2789637,3,0.113895216
2792519,2765287,3,0.113895216
2808017,2787732,3,0.113895216
2791578,3068790,12,0.455580866
2788549,2767790,3,0.113895216
2791686,1819710,6,0.227790433
2789915,2788262,3,0.113895216
3724689,2788148,3,0.113895216
2789845,2812888,3,0.113895216
2789557,1819710,6,0.227790433
2788342,1819710,9,0.341685649
2796878,2791768,3,0.113895216
2789759,1819710,3,0.113895216
3554026,2789637,3,0.113895216
2789613,1819710,18,0.683371298
3507272,1819710,3,0.113895216
2788190,2885739,3,0.113895216
2794300,2788673,3,0.113895216
3215300,2789370,3,0.113895216
3181991,2789613,6,0.227790433
2788413,1819710,3,0.113895216
2926528,2788673,3,0.113895216
3105302,2926995,15,0.569476082
2788363,1819710,3,0.113895216
2869775,2788311,6,0.227790433
3695455,2791578,3,0.113895216
2812284,2926995,3,0.113895216
3390415,1819710,3,0.113895216
2789232,2789615,3,0.113895216
2789585,2989503,3,0.113895216
3109632,1819710,9,0.341685649
2792063,3272173,6,0.227790433
2925450,2765354,3,0.113895216
3382621,2888122,3,0.113895216
2789867,1819710,3,0.113895216
3554002,1819710,3,0.113895216
2765381,2788282,6,0.227790433
2792106,3105302,9,0.341685649
2787732,3154321,9,0.341685649
3572798,2765354,3,0.113895216
3078457,2789557,3,0.113895216
3249389,3109632,3,0.113895216
